fi 6191 6321 7991 1.36 1.18
bb 6486 6753 8286 1.47 1.29
ds 6513 7089 8313 1.19 1.59
rk 6622 6937 8422 1.51 1.21
ni 6780 7041 8580 1.08 1.66
lj 6893 7157 8693 1.46 1.88
jc 6956 7206 8756 1.86 1.65
co 7122 7614 8922 1.01 1.49
uy 7137 7269 8937 1.40 1.94
ow 7156 7446 8956 1.44 1.32
td 7169 7348 8969 1.62 1.94
zt 7176 7290 8976 1.44 1.34
qq 7218 7607 9018 1.02 1.54
dc 7319 7452 9119 1.31 1.91
ur 7425 7844 9225 1.48 1.53
vr 7534 7706 9334 1.80 1.29
mx 7901 8243 9701 1.81 1.43
wc 7957 8351 9757 1.55 1.26
hj 8023 8155 9823 1.35 1.07
le 8136 8202 9936 1.03 1.09
za 8208 8766 10008 1.30 1.04
vw 8305 8651 10105 1.31 1.39
uu 8308 8849 10108 1.96 1.94
eo 8313 8645 10113 1.95 1.40
qg 8575 8881 10375 1.00 1.37
rq 8577 9022 10377 1.64 1.90
hi 8653 8989 10453 1.36 1.79
du 8778 9144 10578 1.19 1.76
oq 8930 9430 10730 1.12 1.05
kf 9156 9638 10956 1.09 1.23
kr 9275 9865 11075 1.84 1.79
ki 9348 9799 11148 1.11 1.86
yk 9432 9894 11232 1.43 1.23
mb 9433 9699 11233 1.08 1.24
ao 9597 9790 11397 1.26 1.26
wm 9715 10314 11515 1.80 1.37
zr 9791 10149 11591 1.29 1.71
jk 9881 10126 11681 1.31 1.52
us 10258 10360 12058 1.66 1.16
ry 10364 10791 12164 1.82 1.72
sk 10631 10949 12431 1.12 1.92
ru 10879 11427 12679 1.01 1.30
pv 11124 11692 12924 2.00 1.64
ns 11164 11644 12964 1.93 1.47
yy 11212 11334 13012 1.69 1.21
sy 11293 11547 13093 1.28 1.32
hp 11355 11626 13155 1.34 1.14
zh 11434 11616 13234 1.45 1.74
ln 11751 12032 13551 1.39 1.14
zp 12278 12419 14078 1.92 1.08
vv 12294 12713 14094 1.09 1.14
uz 12333 12750 14133 1.93 1.13
wq 12596 13069 14396 1.99 1.73
gd 12604 13053 14404 1.02 1.68
fm 12768 13128 14568 1.50 1.61
cg 12811 13062 14611 1.87 1.24
hm 12975 13147 14775 1.83 1.26
zc 13123 13244 14923 1.72 1.16
ew 13162 13675 14962 1.31 1.78
by 13322 13493 15122 1.03 1.04
kc 13501 13920 15301 1.90 1.58
hh 13595 13799 15395 1.55 1.15
yw 13599 13875 15399 1.28 1.90
sx 13610 14091 15410 1.03 1.03
fh 13666 14254 15466 1.48 1.30
im 13718 13802 15518 1.44 1.25
yq 13729 13803 15529 1.94 1.85
jx 13852 14055 15652 1.40 1.79
hc 13880 14127 15680 1.06 1.34
of 13992 14060 15792 1.95 1.78
eu 14120 14495 15920 1.84 1.64
kq 14200 14416 16000 1.43 1.59
iq 14212 14803 16012 1.32 1.37
kx 14563 15113 16363 1.78 1.78
ks 14614 15023 16414 1.66 1.30
dw 14650 14840 16450 1.60 1.77
gy 14662 14933 16462 1.68 1.78
tw 14700 14861 16500 1.08 1.76
vk 14924 15022 16724 1.42 1.55
wi 14928 15508 16728 1.95 1.63
xa 15040 15411 16840 1.46 1.18
ql 15047 15321 16847 1.56 1.93
pi 15066 15522 16866 1.28 1.84
jh 15135 15263 16935 1.18 1.82
ux 15575 16004 17375 1.43 1.04
li 15764 15965 17564 1.24 1.56
ir 15769 16245 17569 1.31 1.09
is 15968 16094 17768 1.54 1.26
bm 16052 16563 17852 1.06 1.75
lh 16110 16534 17910 1.78 1.58
qp 16432 16580 18232 1.43 1.60
xe 16579 16889 18379 1.85 1.36
ar 16591 16772 18391 1.69 1.28
hn 16623 16959 18423 1.40 1.34
qt 16851 17000 18651 1.65 1.31
oc 16928 17309 18728 1.58 1.99
pe 16993 17086 18793 1.94 1.08
yf 17182 17685 18982 1.45 1.33
wl 17226 17584 19026 1.32 1.48
zo 17236 17374 19036 1.84 1.14
nu 17255 17784 19055 1.64 1.72
ic 17372 17566 19172 1.23 1.76
xp 17453 17868 19253 1.02 1.96
nv 17483 17681 19283 1.47 2.00
qw 17827 17920 19627 1.31 1.22
yi 18064 18204 19864 1.99 1.88
fc 18385 18774 20185 1.65 1.27
qm 18785 19235 20585 1.94 1.64
bv 18815 19392 20615 1.33 1.49
ei 18962 19480 20762 1.04 1.90
se 19039 19318 20839 1.83 1.65
bz 19092 19478 20892 1.75 1.43
lo 19233 19488 21033 1.33 1.95
jt 19272 19718 21072 1.15 1.84
gn 19376 19776 21176 1.39 1.28
ji 19424 19535 21224 1.70 1.50
fu 19508 20095 21308 1.99 1.09
ag 19795 20184 21595 1.25 1.44
bi 20061 20507 21861 1.30 1.73
uo 20143 20426 21943 1.02 1.93
my 20647 20855 22447 1.62 1.89
tq 21103 21208 22903 1.20 1.37
cr 21182 21654 22982 1.10 1.84
kn 21415 21753 23215 1.50 1.27
fl 21491 22077 23291 1.88 1.91
wn 21578 21851 23378 1.62 1.72
tt 21741 22229 23541 1.56 1.45
bn 22118 22517 23918 1.70 1.88
rf 22145 22666 23945 1.92 1.66
mq 22215 22626 24015 1.57 1.37
oy 22365 22948 24165 1.69 1.25
bq 22585 23044 24385 1.40 1.30
aw 22781 23212 24581 1.34 1.97
nr 22921 23241 24721 1.71 1.50
ae 22928 23399 24728 1.01 1.20
qc 23172 23307 24972 1.33 1.38
lp 23324 23511 25124 1.51 1.42
th 23388 23899 25188 1.33 1.91
gg 23412 24007 25212 1.95 1.54
sw 23461 23828 25261 1.23 1.34
na 23620 23942 25420 1.27 1.01
di 23680 24014 25480 1.13 1.07
mg 23699 23969 25499 1.70 1.74
xk 23864 24087 25664 1.90 1.25
hf 23884 24001 25684 1.09 1.10
pw 24046 24269 25846 1.61 1.50
km 24177 24582 25977 1.62 1.14
ci 24213 24594 26013 1.77 1.02
wu 24247 24812 26047 1.79 1.75
as 24643 25065 26443 1.64 1.36
mn 24653 24969 26453 1.97 1.19
sc 24746 25107 26546 1.36 1.53
jg 24907 25156 26707 1.74 1.31
hv 25028 25242 26828 1.17 1.20
ix 25250 25384 27050 1.98 1.94
fd 25252 25438 27052 1.03 1.38
gh 25494 25803 27294 1.60 1.67
az 25776 25866 27576 1.99 1.18
xq 25817 26210 27617 1.17 1.30
mc 25895 25991 27695 1.96 1.32
lw 25940 26460 27740 1.82 1.16
qv 25962 26329 27762 1.24 1.15
hk 26080 26183 27880 1.26 1.16
ac 26082 26426 27882 1.59 1.53
ps 26099 26498 27899 1.76 1.77
fz 26118 26486 27918 1.94 1.19
ef 26219 26300 28019 1.43 1.68
yr 26386 26769 28186 1.58 1.73
rm 26426 26713 28226 1.43 1.55
zz 26490 26894 28290 1.50 1.96
py 26708 26909 28508 1.53 1.79
be 26778 27174 28578 1.84 1.02
wr 26854 27208 28654 1.16 1.78
vz 26953 27236 28753 1.07 1.86
ii 27056 27501 28856 1.76 1.26
tj 27257 27621 29057 1.93 1.20
xn 27263 27669 29063 1.87 1.19
xo 27343 27692 29143 1.96 1.45
lx 27406 27684 29206 1.84 1.16
eg 27493 27622 29293 1.97 1.77
mp 27523 27967 29323 1.56 1.90
zy 27566 28081 29366 1.92 1.02
bs 27748 28148 29548 1.29 1.23
nb 27764 28049 29564 1.85 1.27
og 27791 28152 29591 1.90 1.25
fs 27832 28174 29632 1.40 1.05
ri 27916 28313 29716 1.46 1.31
ey 28122 28305 29922 1.97 1.99
xg 28218 28779 30018 1.54 1.97
nh 28268 28597 30068 1.30 1.58
yp 28280 28780 30080 1.02 1.98
bu 28311 28668 30111 1.75 1.30
wf 28439 28634 30239 1.52 1.79
bh 28483 28974 30283 1.18 1.26
ff 28586 28657 30386 1.22 1.29
yu 28917 29442 30717 1.10 1.37
zd 28967 29363 30767 1.56 1.12
in 29009 29078 30809 1.52 1.65
ok 29051 29242 30851 1.95 1.29
kw 29161 29542 30961 1.66 1.30
xh 29321 29860 31121 1.21 1.41
dv 29618 29930 31418 1.96 1.39
pc 29740 30059 31540 1.78 1.90
cu 29758 30331 31558 1.67 1.41
ht 29797 30350 31597 1.25 1.87
fa 29858 30301 31658 1.85 1.66
lu 29886 30125 31686 1.03 1.76
rn 29934 30417 31734 1.52 1.09
sl 29951 30496 31751 1.96 1.52
xw 30045 30201 31845 1.18 1.45
rw 30423 30721 32223 1.72 1.38
jb 30465 30862 32265 1.71 1.56
aj 30508 30608 32308 1.08 1.46
nt 30828 31213 32628 1.80 1.49
pz 30846 31385 32646 1.26 1.08
ub 30847 31212 32647 1.18 1.40
gi 30950 31151 32750 1.01 1.56
we 30971 31191 32771 1.40 1.48
hl 31175 31342 32975 1.30 1.72
cp 31215 31624 33015 1.71 1.85
ge 31339 31604 33139 1.35 1.85
rr 31360 31595 33160 1.49 1.72
ik 31373 31770 33173 1.57 1.52
ha 31623 31796 33423 1.14 1.89
ms 31742 32000 33542 1.90 1.97
vp 31818 32267 33618 1.91 1.14
vm 31857 32389 33657 1.39 1.80
sf 31966 32463 33766 1.23 1.63
yj 31977 32451 33777 2.00 1.81
fn 32160 32568 33960 1.03 1.33
tr 32249 32375 34049 1.94 1.50
ev 32437 32541 34237 1.50 1.35
pd 32476 33007 34276 1.85 1.54
up 32595 32757 34395 1.70 1.30
fp 32597 33000 34397 1.68 1.47
aq 32655 32732 34455 1.38 1.49
pn 32716 32845 34516 1.93 1.60
kz 32852 33315 34652 1.54 1.76
si 32964 33483 34764 1.56 1.57
jj 32969 33080 34769 1.89 1.52
dz 32971 33468 34771 1.95 1.42
ob 33068 33303 34868 1.55 1.60
zl 33098 33192 34898 1.62 1.80
pp 33134 33574 34934 1.80 1.05
yd 33137 33382 34937 1.04 1.61
eh 33167 33429 34967 1.00 1.11
tg 33214 33714 35014 2.00 1.08
cc 33251 33662 35051 1.80 1.84
ay 33290 33579 35090 1.93 1.13
mk 33317 33880 35117 1.55 1.48
nx 33418 33599 35218 1.55 1.51
ox 33553 34015 35353 1.27 1.11
ax 33914 34442 35714 1.18 1.07
ep 33959 34513 35759 1.61 1.59
ya 34091 34524 35891 1.17 1.67
ue 34222 34416 36022 1.83 1.16
ud 34645 35074 36445 1.59 1.87
rl 34682 35080 36482 1.87 1.80
qj 34800 35176 36600 1.71 1.49
ee 35154 35557 36954 1.01 1.78
ta 35185 35487 36985 1.58 1.09
mz 35239 35310 37039 1.31 1.74
ho 35323 35862 37123 1.20 1.77
et 35571 35729 37371 1.38 1.50
xb 35576 35807 37376 1.76 1.09
io 36035 36350 37835 1.63 1.32
yo 36276 36724 38076 1.49 1.63
iy 36295 36692 38095 1.07 1.45
cx 36312 36860 38112 1.48 1.32
nc 36400 36866 38200 1.79 1.69
ej 36426 36815 38226 1.11 1.32
fb 36466 36540 38266 1.30 1.61
yh 36494 36622 38294 1.35 1.25
rj 36629 36834 38429 1.88 1.53
ly 36638 36767 38438 1.93 1.02
un 37056 37645 38856 1.23 1.00
xi 37138 37443 38938 1.27 1.42
ne 37203 37381 39003 1.14 1.23
tl 37560 37995 39360 1.90 1.42
mu 37695 37819 39495 1.85 1.82
ua 37700 37997 39500 1.78 1.20
um 37795 37870 39595 1.13 1.42
sn 37878 37973 39678 1.15 1.41
tm 37886 38143 39686 1.21 1.23
em 38021 38488 39821 1.90 1.50
ug 38099 38344 39899 1.07 2.00
nm 38189 38394 39989 1.04 1.61
pl 38228 38313 40028 1.35 1.97
rv 38279 38458 40079 1.20 1.00
me 38430 38762 40230 1.65 1.09
ph 38479 38952 40279 1.59 1.40
ez 38574 38838 40374 1.48 1.93
oj 38604 38703 40404 1.18 1.26
ty 38669 38966 40469 1.84 1.36
su 38725 39097 40525 1.22 1.94
dq 38759 38917 40559 1.28 1.16
gk 38889 39349 40689 1.83 1.81
hy 39210 39556 41010 1.44 1.90
vs 39293 39499 41093 1.84 1.15
sj 39430 39947 41230 1.64 1.64
bw 39533 40113 41333 1.36 1.74
jd 39954 40463 41754 1.02 1.98
ng 39958 40059 41758 1.92 1.34
ld 40107 40467 41907 1.69 1.50
ll 40119 40554 41919 1.56 1.46
yt 40205 40800 42005 1.82 1.38
lv 40345 40826 42145 1.90 1.95
gv 40394 40930 42194 1.47 1.39
qh 40500 40680 42300 1.14 1.96
de 40628 41082 42428 1.31 1.68
rs 40742 41118 42542 1.49 1.20
uc 40833 41336 42633 1.26 1.30
wt 40855 41347 42655 1.23 1.59
dk 40924 41311 42724 1.13 1.50
om 40928 41168 42728 1.31 1.19
gz 41131 41720 42931 1.02 1.17
wy 41163 41753 42963 1.20 1.84
qs 41432 41646 43232 1.03 1.62
xm 41513 41645 43313 1.05 1.24
yc 41567 41715 43367 1.54 1.06
wa 41782 42086 43582 1.72 1.45
op 41894 42110 43694 1.48 1.35
dh 41900 42194 43700 1.55 1.56
uk 41984 42349 43784 1.19 1.84
kp 41986 42089 43786 1.59 1.21
js 42033 42397 43833 1.92 1.91
qa 42047 42497 43847 1.76 1.29
iz 42203 42573 44003 1.92 1.66
ce 42369 42605 44169 1.60 1.83
zq 42474 42751 44274 1.02 1.78
xc 42504 42956 44304 1.65 1.90
xv 42522 42857 44322 1.83 1.56
ui 42529 43072 44329 1.19 1.60
fk 42594 42737 44394 1.80 1.42
gs 42613 42900 44413 1.09 1.56
zk 42746 42869 44546 1.14 1.26
tv 42782 43031 44582 1.47 1.43
vn 42785 43357 44585 1.59 1.42
lk 42829 43131 44629 1.72 1.70
mt 42916 43437 44716 1.62 1.32
ka 42935 43030 44735 1.53 1.81
ra 43065 43632 44865 1.16 1.58
np 43176 43426 44976 1.35 1.91
iu 43576 43814 45376 1.17 1.15
bt 43684 43854 45484 1.39 1.71
sg 43862 44395 45662 1.01 1.32
dm 43863 43926 45663 1.19 1.41
ia 44035 44135 45835 1.25 1.48
vi 44097 44463 45897 1.84 1.79
gx 44117 44382 45917 1.87 1.38
dl 44240 44447 46040 1.75 1.70
gf 44364 44519 46164 1.96 1.48
cq 44516 44638 46316 1.79 1.27
jn 44737 45181 46537 1.88 1.93
qn 44989 45407 46789 1.79 1.60
ls 45226 45653 47026 1.97 1.14
lm 45231 45619 47031 1.09 1.13
pt 45336 45762 47136 1.42 1.43
pq 45364 45434 47164 1.12 1.52
tx 45394 45926 47194 1.75 1.67
vb 45413 45613 47213 1.36 1.84
hb 45424 45865 47224 1.62 1.98
nd 45453 45638 47253 1.82 1.19
sr 45607 45758 47407 1.26 1.22
zb 45610 45989 47410 1.55 1.66
fv 45785 45849 47585 1.33 1.56
aa 46031 46561 47831 1.83 1.38
hq 46077 46441 47877 1.88 1.35
db 46196 46380 47996 1.06 1.97
jq 46247 46592 48047 1.51 1.25
rh 46257 46353 48057 1.70 1.37
gt 46263 46387 48063 1.19 1.07
vj 46338 46719 48138 1.91 1.02
if 46371 46756 48171 1.89 1.69
qe 46434 46701 48234 1.31 1.83
sb 46486 46621 48286 1.77 1.67
gl 46804 46958 48604 1.32 1.76
px 46851 46919 48651 1.56 1.16
bg 46903 47140 48703 1.83 1.11
tu 46927 47052 48727 1.82 1.25
xt 47183 47343 48983 1.28 1.81
kl 47324 47640 49124 1.58 1.18
gq 47387 47848 49187 1.11 1.25
hr 47450 47516 49250 1.53 1.58
zv 47557 47824 49357 1.39 1.33
hs 47632 48199 49432 1.35 1.77
lb 47810 48283 49610 1.90 1.03
kv 47811 48022 49611 1.36 1.79
vy 47860 48154 49660 1.10 1.05
fq 47923 48461 49723 1.54 1.13
qd 47954 48079 49754 1.99 1.89
hd 47975 48293 49775 1.15 1.70
jm 48012 48312 49812 1.38 1.75
sd 48087 48421 49887 1.97 1.57
vh 48164 48227 49964 1.49 1.36
oz 48583 49073 50383 1.54 1.76
bx 48824 49289 50624 1.17 1.82
tf 48867 48943 50667 1.67 1.73
mw 49144 49416 50944 1.48 1.97
xf 49191 49332 50991 1.39 1.09
dx 49251 49417 51051 1.91 1.40
vo 49455 49891 51255 1.30 1.37
rz 49635 49709 51435 1.85 1.51
nw 49993 50439 51793 1.16 1.18
xy 50033 50325 51833 1.97 1.27
gu 50087 50442 51887 1.93 1.65
av 50359 50724 52159 1.40 1.32
mv 50360 50911 52160 1.02 1.83
qi 50449 50603 52249 1.85 1.76
he 50593 50791 52393 1.50 1.69
st 50606 50790 52406 1.99 1.63
uq 50863 51112 52663 1.31 1.69
ov 50960 51523 52760 1.16 1.89
oh 51064 51507 52864 1.29 1.13
ko 51096 51384 52896 1.81 1.14
ie 51155 51469 52955 1.79 1.84
wh 51223 51750 53023 1.64 1.70
hu 51407 51777 53207 1.17 1.17
lq 51483 51569 53283 1.31 1.71
cv 51563 51644 53363 1.52 1.39
mh 51686 51873 53486 1.75 1.24
at 51849 52109 53649 1.82 1.85
lt 51907 52011 53707 1.76 1.44
nj 52198 52694 53998 1.93 1.29
jp 52275 52602 54075 1.65 1.56
vf 52349 52734 54149 1.99 1.73
vg 52388 52687 54188 1.51 1.56
do 52404 52672 54204 1.62 1.18
xj 52594 52661 54394 1.61 1.60
mo 52665 52768 54465 1.05 1.19
ro 52810 53287 54610 1.52 1.01
zg 52880 53385 54680 1.86 1.46
ju 52962 53362 54762 1.61 1.50
kb 53069 53634 54869 1.43 1.40
ul 53125 53357 54925 1.19 1.00
nf 53138 53221 54938 1.92 1.66
lr 53569 53958 55369 1.61 1.79
vq 53580 53697 55380 1.88 1.23
cy 53598 54112 55398 1.11 1.12
ih 53625 53768 55425 1.79 1.30
df 53655 54159 55455 1.43 1.29
zx 53736 54131 55536 1.59 1.25
qb 53792 54332 55592 1.59 1.21
ex 53835 54403 55635 1.23 1.52
ma 53846 54167 55646 1.48 1.03
ss 53882 54373 55682 1.29 1.89
nl 53921 54169 55721 1.94 1.43
kg 54186 54699 55986 1.33 1.96
ca 54204 54769 56004 1.32 1.21
cj 54236 54734 56036 1.75 1.95
ww 54301 54416 56101 1.58 1.00
oo 54583 54788 56383 1.06 1.95
;
param S:  iv nq vu tp pu je wp pb qz sh gr qr nz fe ek ml dt wx rt zm vd xl dd bd ot nn bk yl sz ec ku jy ft qy qk af qo tc am gm lz cn od ky fx yn ys pr fi bb ds rk ni lj jc co uy ow td zt qq dc ur vr mx wc hj le za vw uu eo qg rq hi du oq kf kr ki yk mb ao wm zr jk us ry sk ru pv ns yy sy hp zh ln zp vv uz wq gd fm cg hm zc ew by kc hh yw sx fh im yq jx hc of eu kq iq kx ks dw gy tw vk wi xa ql pi jh ux li ir is bm lh qp xe ar hn qt oc pe yf wl zo nu ic xp nv qw yi fc qm bv ei se bz lo jt gn ji fu ag bi uo my tq cr kn fl wn tt bn rf mq oy bq aw nr ae qc lp th gg sw na di mg xk hf pw km ci wu as mn sc jg hv ix fd gh az xq mc lw qv hk ac ps fz ef yr rm zz py be wr vz ii tj xn xo lx eg mp zy bs nb og fs ri ey xg nh yp bu wf bh ff yu zd in ok kw xh dv pc cu ht fa lu rn sl xw rw jb aj nt pz ub gi we hl cp ge rr ik ha ms vp vm sf yj fn tr ev pd up fp aq pn kz si jj dz ob zl pp yd eh tg cc ay mk nx ox ax ep ya ue ud rl qj ee ta mz ho et xb io yo iy cx nc ej fb yh rj ly un xi ne tl mu ua um sn tm em ug nm pl rv me ph ez oj ty su dq gk hy vs sj bw jd ng ld ll yt lv gv qh de rs uc wt dk om gz wy qs xm yc wa op dh uk kp js qa iz ce zq xc xv ui fk gs zk tv vn lk mt ka ra np iu bt sg dm ia vi gx dl gf cq jn qn ls lm pt pq tx vb hb nd sr zb fv aa hq db jq rh gt vj if qe sb gl px bg tu xt kl gq hr zv hs lb kv vy fq qd hd jm sd vh oz bx tf mw xf dx vo rz nw xy gu av mv qi he st uq ov oh ko ie wh hu lq cv mh at lt nj jp vf vg do xj mo ro zg ju kb ul nf lr vq cy ih df zx qb ex ma ss nl kg ca cj ww oo :=
iv 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68
nq 113 90 113 90 113 113 113 90 90 113 135 113 135 113 90 90 113 113 113 113 113 113 113 113 135 90 135 90 90 90 113 113 90 90 90 135 113 113 113 113 90 113 113 113 113 113 113 90 113 90 135 90 113 113 113 135 113 113 135 90 90 90 90 113 113 113 90 135 90 113 135 135 113 113 135 90 90 113 135 113 113 113 113 113 90 113 90 113 135 90 90 113 90 113 113 113 90 113 113 113 90 90 90 113 90 113 90 113 90 113 113 113 113 135 113 113 113 113 135 90 135 113 113 90 90 90 113 113 90 90 113 113 90 90 113 90 113 135 113 90 90 113 113 113 113 113 113 113 90 113 113 113 90 113 113 90 113 113 135 113 90 113 90 90 90 135 90 113 90 90 113 135 90 113 113 90 113 90 113 113 90 135 113 90 113 113 90 135 113 113 113 90 90 90 90 113 90 135 113 90 113 113 113 113 113 90 113 113 90 90 90 90 113 113 113 113 113 135 90 90 113 90 90 113 113 90 113 90 113 113 113 113 113 113 90 90 90 90 90 113 113 113 113 90 113 113 90 113 90 113 113 90 113 90 90 113 90 113 113 90 90 113 113 90 135 113 113 90 113 113 113 90 135 113 113 90 90 113 113 90 113 90 90 113 90 90 113 113 90 135 135 113 90 113 90 113 113 90 113 113 113 135 135 90 90 90 135 90 90 113 113 135 113 90 90 113 113 135 90 90 113 90 90 113 113 90 113 113 90 113 113 90 113 113 90 113 90 113 113 90 135 90 113 113 113 90 90 90 90 113 90 113 113 90 113 113 113 90 113 90 135 113 135 113 90 135 135 113 113 113 90 90 113 113 90 113 135 90 113 135 90 113 135 113 113 113 113 113 113 90 90 113 113 113 113 90 113 90 113 90 113 113 113 90 113 113 113 113 135 113 113 135 113 135 113 113 90 90 90 90 90 113 135 90 113 90 90 113 113 113 90 90 113 90 113 113 90 113 90 90 113 113 113 90 113 113 113 90 135 113 113 113 135 90 113 135 113 113 90 113 113 135 113 113 90 90 90 113 90 90 90 90 90 113 90 113 113 113 113 113 113 113 113 113 90 113 90 90 113 90 90 90 113 135 113 113 113 113 135 113
